scientific_name;sharecount;article_cnt;gl_hits;Charisma;Kingdom;Class;Order;Family;Genus;Species;Listing;NativeDistributionFullNames;Extinct_Distribution;views;hits_renew
Tragopan melanocephalus;1010.0;32;20200;0;Animalia;Aves;Galliformes;Phasianidae;Tragopan;melanocephalus;I;India,Pakistan;;94391;17900
Amazona auropalliata;1007.0;19;49500;0;Animalia;Aves;Psittaciformes;Psittacidae;Amazona;auropalliata;I;Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua;;108707;46800
Prionailurus rubiginosus;1000.0;21;46000;0;Animalia;Mammalia;Carnivora;Felidae;Prionailurus;rubiginosus;I/II;India,Nepal,Sri Lanka;;1053261;41100
Osteolaemus tetraspis;978.0;15;51200;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Osteolaemus;tetraspis;I;Angola,Benin,Burkina Faso,Cameroon,Central African Republic,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Liberia,Nigeria,Senegal,Sierra Leone,Togo,Uganda;;245451;66600
Batagur affinis;972.0;18;12200;0;Animalia;Reptilia;Testudines;Geoemydidae;Batagur;affinis;I;Cambodia,Indonesia,Malaysia;Singapore,Viet Nam;31916;14700
Glyptemys muhlenbergii;964.0;16;17200;0;Animalia;Reptilia;Testudines;Emydidae;Glyptemys;muhlenbergii;I;United States of America;;150767;19200
Nomascus leucogenys;950.0;28;88500;0;Animalia;Mammalia;Primates;Hylobatidae;Nomascus;leucogenys;I;China,Lao People's Democratic Republic,Viet Nam;;80832;105000
Capra falconeri;944.0;38;98500;0;Animalia;Mammalia;Artiodactyla;Bovidae;Capra;falconeri;I;Afghanistan,India,Pakistan,Tajikistan,Turkmenistan,Uzbekistan;;972462;98700
Ara glaucogularis;941.0;18;31600;0;Animalia;Aves;Psittaciformes;Psittacidae;Ara;glaucogularis;I;Bolivia (Plurinational State of);;173865;34000
Cacajao calvus;930.0;11;28400;0;Animalia;Mammalia;Primates;Pitheciidae;Cacajao;calvus;I;Brazil,Peru;;115440;279000
Jabiru mycteria;921.0;19;93200;0;Animalia;Aves;Ciconiiformes;Ciconiidae;Jabiru;mycteria;I;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Grenada,Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,Trinidad and Tobago,Uruguay,Venezuela (Bolivarian Republic of);;173391;94900
Nomascus concolor;915.0;25;16200;0;Animalia;Mammalia;Primates;Hylobatidae;Nomascus;concolor;I;China,Lao People's Democratic Republic,Viet Nam;;46216;274000
Lagorchestes hirsutus;914.0;13;15000;0;Animalia;Mammalia;Diprotodontia;Macropodidae;Lagorchestes;hirsutus;I;Australia;;47716;16700
Pharomachrus mocinno;907.0;29;146000;1;Animalia;Aves;Trogoniformes;Trogonidae;Pharomachrus;mocinno;I;Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama;;462299;140000
Balaenoptera bonaerensis;899.0;15;40200;0;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;bonaerensis;I;Angola,Antarctica,Argentina,Australia,Brazil,Chile,Falkland Islands (Malvinas),Fiji,Mozambique,Namibia,New Caledonia,New Zealand,Peru,South Africa,Suriname;;117917;42900
Gopherus flavomarginatus;885.0;6;15900;0;Animalia;Reptilia;Testudines;Testudinidae;Gopherus;flavomarginatus;I;Mexico;;28918;18800
Symphalangus syndactylus;877.0;23;63000;0;Animalia;Mammalia;Primates;Hylobatidae;Symphalangus;syndactylus;I;Indonesia,Malaysia,Thailand;;409170;348000
Lagostrophus fasciatus;875.0;8;23000;0;Animalia;Mammalia;Diprotodontia;Macropodidae;Lagostrophus;fasciatus;I;Australia;;32843;23300
Simias concolor;865.0;4;39900;0;Animalia;Mammalia;Primates;Cercopithecidae;Simias;concolor;I;Indonesia;;41210;28200
Encephalartos woodii;861.0;4;12500;0;Plantae;;Cycadales;Zamiaceae;Encephalartos;woodii;I;;South Africa;124417;18100
Bunopithecus hoolock;852.0;23;3160;0;Animalia;Mammalia;Primates;Hylobatidae;Bunopithecus;hoolock;I;Bangladesh,China,India,Myanmar;;290351;3100
Bos gaurus;844.0;34;172000;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;gaurus;I;Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;Sri Lanka;1900290;213000
Axis calamianensis;843.0;5;6850;0;Animalia;Mammalia;Artiodactyla;Cervidae;Axis;calamianensis;I;Philippines;;47178;7570
